Journal Title,Publisher,ISSN,ISSN Online,Year Inception,FoR,2022 rating,rating,h_index,impact_factor
Singapore Academy of Law Journal,Singapore Academy of Law,0218-2009	,	,1989	,4801,C ,C,8,0
Singapore Economic Review,World Scientific Publishing ,0217-5908	,1793-6837	,1956	,3801,B ,B,34,1.3744493392070485
Singapore Journal of Legal Studies,National University of Singapore,0218-2173	,	,1959	,4801,A ,A,8,0
Small Business Economics,Springer International Publishing,0921-898X	,1573-0913	,1989	,3507,A ,A,204,6.705454545454545
Small Enterprise Research,Taylor & Francis Online,1321-5906	,1175-0979	,1992	,3507,C ,C,27,2.04
Small Group Research,Sage Publications,1046-4964	,1552-8278	,1969	,3507,A ,A,106,2.861111111111111
Smart and Sustainable Built Environment,Emerald Group Publishing Ltd,2046-6099	,2046-6102	,2012	,3504,C ,C,33,4.349593495934959
Soccer & Society,Taylor & Francis Online,1466-0970	,1743-9590	,2000	,3504,C ,C,46,0.9230769230769231
Social and Economic Studies,"Sir Arthur Lewis Institute of Social and Economic Studies, The University of the West Indies",0037-7651	,	,1953	,3801,C ,C,11,0
Social and Environmental Accountability Journal,Taylor & Francis Online,0969-160X	,2156-2245	,1982	,3501,B ,B,36,1.5333333333333334
Social Business: An Interdisiplinary Journal,Westburn Publishers Ltd,2044-4087	,2044-9860	,2011	,3599,B ,B,NA,NA
Social Choice and Welfare,Springer International Publishing,0176-1714	,1432-217X	,1984	,3801,A ,A,87,0.6408450704225352
Social Enterprise Journal,Emerald Group Publishing,1750-8614	,1750-8533	,2005	,3507,C ,C,52,2.7761194029850746
Social Forces,Oxford University Press,0037-7732	,1534-7605	,1925	,3507,A ,A,319,1.2972972972972974
Social Indicators Research,Springer International Publishing,0303-8300	,1573-0921	,1974	,3599,A ,A,175,3.30625
Social Justice Research,Springer International Publishing,0885-7466	,1573-6725	,1987	,3599,B ,B,85,1.7727272727272727
Social Marketing Quarterly,Sage Publications,1524-5004	,1539-4093	,1993	,3506,B,B,41,2.372093023255814
Social Policy & Administration,Wiley-Blackwell Publishing,0144-5596	,1467-9515	,1967	,3599,A ,A,85,1.8914027149321266
Social Problems,Oxford University Press,0037-7791	,1533-8533	,1953	,3507,A ,A,175,2.7058823529411766
Social Psychological and Personality Science,Sage Publications,1948-5506	,1948-5514	,2010	,3507,B ,B,NA,NA
Social Responsibility Journal,Emerald Group Publishing,1747-1117	,1758-857X	,2005	,3501,B ,B,63,3.2822085889570554
Social Science Information,Sage Publications,0539-0184	,1461-7412	,1961	,3507,C ,C,80,2.129032258064516
Social Science Japan Journal,Oxford University Press,1369-1465	,1468-2680	,1998	,3599,C ,C,38,0.8433734939759037
Social Science Quarterly,Wiley-Blackwell Publishing,0038-4941	,1540-6237	,1920	,3599,B ,B,113,1.8476190476190477
Social Service Review,The University of Chicago Press,0037-7961	,1537-5404	,1927	,3507,B ,B,92,0.8405797101449275
Society and Business Review,Emerald Group Publishing,1746-5680	,1746-5699	,2006	,3507,B ,B,33,3.1785714285714284
Society and Economy in Central and Eastern Europe,Akademiai Kiado,1588-9726	,1588-970X	,1979	,3801,C ,C,NA,NA
SocioEconomic Challenges,Sumy State University,2520-6621,2520-6214,2017	,3801,C ,C,16,1.723809523809524
Socio-Economic Planning Sciences,Elsevier ,0038-0121	,1873-6041	,1967	,3899,C ,C,87,6.6923076923076925
Socio-Economic Review,Oxford University Press ,1475-1461	,1475-147X	,2003	,3801,A ,A,89,2.9782608695652173
Sociological Inquiry,Wiley-Blackwell Publishing,	,1475-682X	,1930	,3507,A ,A,91,1.936
Sociological Methodology,Sage Publications,0081-1750	,1467-9531	,1969	,3507,A ,A,109,2.625
Sociological Methods & Research,Sage Publications,0049-1241	,1552-8294	,1972	,3507,A ,A,138,3.537037037037037
Sociological Theory,American Sociological Association,0735-2751	,1467-9558	,1983	,3507,A ,A,116,5.2
Sociologie du Travail,Elsevier ,0038-0296	,1777-5701	,1959	,3505,B ,B,54,0.09210526315789473
Sociology,Sage Publications,0038-0385	,1469-8684	,1967	,3507,A* ,A*,511,1.1466165413533835
Sociology of Sport Journal,"Human Kinetics Publishers, Inc.",0741-1235	,1543-2785	,1984	,3504,A ,A,91,1.3267326732673268
South African Journal of Accounting Research,Routledge,1029-1954,NA,1987,3501,C,C,0,0
South African Journal of Business Management,African Online Scientific Information Systems,2078-5585	,NA,1969	,3507,C ,C,40,0.9705882352941176
South African Journal of Economic and Management Sciences,AOSIS,1015-8812	,2222-3436	,1988	,3801,C ,C,35,1.2727272727272727
South African Journal of Economics,Wiley-Blackwell Publishing,0038-2280	,1813-6982	,1925	,3801,B ,B,57,1.5223880597014925
South African Statistical Journal,South African Statiscal Association,0038-271X	,NA,1967	,3502,B ,B,13,0.40540540540540543
South Asia Economic Journal,Sage Publications,1391-5614	,0973-077X	,2000	,3801,C ,C,26,0.20833333333333334
South Asian Journal of Business Studies,Emerald Group Publishing,2398-628X,2398-6298,2012	,3507,C,C,26,2.098360655737705
South Asian Journal of Human Resources Management,Sage Publications,2322-0937	,2349-5790	,2014	,3505,C ,C,16,1.3265306122448979
South Asian Journal of Macroeconomics and Public Finance,Sage Publications,2277-9787,2321-0273,2012,3801,C,C,11,1
South Asian Journal of Management,Association of Management Development Institutions in South Asia (AMDISA) ,0971-5428	,NA,1994	,3507,C ,C,16,0
South Carolina Journal of International Law and Business,University of South Carolina ,1936-4334	,	,2006	,4801,C ,C,4,0
Southern Business and Economic Journal,Auburn Montgomery College of Business ,0735-2476	,	,1977	,3801,C ,C,NA,NA
Southern Economic Journal,Wiley-Blackwell Publishing,0038-4038	,2325-8012	,1933	,3801,A ,A,205,1.8187919463087248
Spanish Accounting Review / Revista de Contabilidad,ASEPUC (Associacion Espanola de Profesores Universitarios de Contabilidad),1138-4891,NA,1997,3501,B,B,6,0
Spanish Economic Review,Springer International Publishing,1435-5469	,1435-5477	,1971	,3801,B ,B,31,0
Spanish Journal of Finance and Accounting,Taylor & Francis Online,0210-2412,2332-0753,2001,3501,B,B,0,0
Spanish Journal of Marketing – ESIC,Emerald Group Publishing,2444-9709,2444-9709,1916	,3506,B,B,31,5.926829268292683
Spanish Review of Financial Economics,AEFIN,2173-1268	,	,	,3502,C ,C,12,0
Spatial Economic Analysis,Taylor & Francis Online,1742-1772	,1742-1780	,2006	,3801,B ,B,46,1.5238095238095237
Sport in Society,Taylor & Francis Online,1743-0437	,1743-0445	,1998	,3504,B ,B,56,1.4705882352941178
Sport Management Education Journal,"Human Kinetics Publishers, Inc.",1938-6974	,2163-2367	,	,3504,C ,C,17,0.825
Sport Management Review,Elsevier ,1441-3523	,1839-2083	,1998	,3504,A ,A,85,3.0373831775700935
Sport Marketing Quarterly,"Fitness Information Technology, Inc.",1061-6934	,1557-2528	,1992	,3506,B,B,41,0.5645161290322581
Sport Psychologist,"Human Kinetics Publishers, Inc.",0888-4781	,1543-2793	,1987	,3504,B ,B,114,1.3043478260869565
"Sport, Business and Management",Emerald Group Publishing Limited,2042-678X	,2042-6798	,2011,3504,C,C,27,1.8115942028985508
"Sport, Education and Society",Taylor & Francis Online,1357-3322	,1470-1243	,1996	,3504,B ,B,84,2.3125
Sporting Traditions,Australian Society for Sports History Publications,0813-2577	,	,1984	,3504,C ,C,5,0
Sri Lanka Economic Journal,"Sri Lanka Economic Association (SLEA), Colombo ",1391-5894	,	,1986	,3801,C ,C,6,0.42857142857142855
Sri Lankan Journal of Agricultural Economics,Sri Lanka Agricultural Economics Association ,1391-7358	,	,1993	,3801,C ,C,12,0
Stanford Journal of International Law,Stanford University Press,0731-5082	,	,1966	,4801,A ,A,17,0
"Stanford Journal of Law, Business and Finance",Stanford University Press,1078-8794	,	,1994	,4801,A ,A,NA,NA
Stanford Social Innovation Review,Stanford Center on Philanthropy and Civil Society,1542-7009,NA,2003	,3507,B,B,0,0
Statistica Neerlandica,Wiley-Blackwell Publishing,0039-0402	,1467-9574	,1946	,4905,A ,A,65,1.15
Statistica Sinica,Statistica Sinica,1017-0405	,	,1991	,4905,A ,A,55,0.9425287356321839
Statistical Inference for Stochastic Processes,Springer International Publishing,1387-0874	,1572-9311	,1998	,4905,C ,C,33,0.7090909090909091
Statistical Journal of the International Association for Official Statistics,IOS Press,1874-7655	,1875-9254	,1984	,4905,C ,C,NA,NA
Statistical Methodology,Elsevier ,1572-3127	,	,2004	,4905,C ,C,187,2.197530864197531
Statistical Methods and Applications,Springer International Publishing,1618-2510	,1613-981X	,1992	,4905,C ,C,17,0.4019607843137255
Statistical Methods In Medical Research,Sage Publications,0962-2802	,1477-0334	,1992	,4905,B ,B,125,1.6555183946488294
Statistical Modelling,Sage Publications,1471-082X	,1477-0342	,2001	,4905,B ,B,56,1.0175438596491229
Statistical Papers,Springer International Publishing,0932-5026	,1613-9798	,1960	,4905,B ,B,53,0.9281437125748503
Statistical Science,Institute of Mathematical Statistics,0883-4237	,	,1986	,4905,A ,A,163,3.5301204819277108
Statistics & Risk Modeling,De Gruyter,2196-7040,	,1982	,4905,C ,C,29,0.9333333333333333
Statistics and Computing,Springer International Publishing,0960-3174	,1573-1375	,1991	,4905,A ,A,107,1.7342342342342343
Statistics & Probability Letters,Elsevier ,0167-7152	,1879-2103	,1982	,4905,B ,B,96,0.9229024943310657
Statistics Education Research Journal,International Association for Statistical Education,1570-1824	,	,2002	,4905,B ,B,39,0.9411764705882353
Statistics in Medicine,Wiley-Blackwell Publishing,0277-6715	,1097-0258	,1982	,4905,A ,A,275,1.7760663507109005
Statistics,Taylor & Francis Online,0233-1888	,1029-4910	,1985	,4905,B ,B,307,3.2054794520547945
Statute Law Review,Oxford University Press ,0144-3593	,1464-3863	,1980	,4801,A ,A,14,0.1794871794871795
Stochastic Analysis and Applications,Taylor & Francis Online,0736-2994	,1532-9356	,1983	,4905,B ,B,56,0.8596491228070176
Stochastic Environmental Research and Risk Assessment,Springer International Publishing,1436-3240	,1436-3259	,1987	,4905,B ,B,90,4.18957345971564
Stochastic Models,Taylor & Francis Online,1532-6349	,1532-4214	,2001	,4905,B ,B,58,0
Stochastic Processes and their Applications,Elsevier ,0304-4149	,1879-209X	,1973	,4905,A ,A,123,1.0251396648044693
Stochastics: an international journal of probability and stochastic processes,Taylor & Francis Online,1744-2508	,1744-2516	,1973	,4905,B,B,NA,NA
Strategic Change: Briefings in Entrepreurial Finance,Wiley-Blackwell Publishing,1099-1697,NA,1992	,3502,C ,C,NA,NA
Strategic Entrepreneurship Journal,Wiley-Blackwell Publishing,1932-4391	,1932-443X	,2007	,3507,A ,A,98,4.151515151515151
Strategic Management Journal,Wiley-Blackwell Publishing,0143-2095	,1097-0266	,1980	,3507,A* ,A*,466,5.834677419354839
Strategic Organization,Sage Publications,1476-1270	,1741-315X	,2003	,3507,A ,A,82,4.91764705882353
Strategy & Leadership,Emerald Group Publishing,1087-8572	,1758-9568	,1996	,3507,C ,C,66,0.3364485981308411
Strategy Science,INFORMS,2333-2050,2333-2077,2003	,3507,A,A,33,3.4838709677419355
Stress and Health,Wiley-Blackwell Publishing,1532-3005	,1532-2998	,1985	,3507,A ,A,92,3.125
Structural Change and Economic Dynamics,Elsevier ,0954-349X	,1873-6017	,1990	,3801,B ,B,89,5.763803680981595
Structural Equation Modelling: A Multidisciplinary Journal,Taylor & Francis Online,1070-5511	,1532-8007	,1994	,3507,A ,A,NA,NA
Studi Economici e Sociali: rivista di vita economica,Centro Studi G. Toniolo,0391-8750	,	,1966	,3801,C ,C,NA,NA
Studies in Agricultural Economics,Research Institute of Agricultural Economics and the Hungarian Academy of Sciences ,1418-2106	,2063-0476	,1962	,3899,C ,C,18,1.125
Studies in Business and Economics,Sciendo,1842-4120	,2344-5416	,2006	,3801,C ,C,19,1.0333333333333334
Studies in Comparative International Development,Springer International Publishing,0039-3606	,1936-6167	,1965	,3599,A ,A,90,2.2333333333333334
Studies in Economics and Finance,Emerald Group Publishing,1086-7376	,1755-6791	,1977	,3801,B,B,36,2.81
Studies in Higher Education,Taylor & Francis Online,0307-5079	,1470-174X	,1976	,3505,A ,A,160,4.154285714285714
Studies in Microeconomics,Sage Publications,2321-0222,2321-8398,2013,3803,C,C,9,0.46153846153846156
Studies in Nonlinear Dynamics & Econometrics,De Gruyter,1081-1826	,1558-3708 	,1996	,3802,A ,A,51,0.6376811594202898
Studies in Political Economy: a socialist review,Taylor & Francis Online,0707-8552	,	,1979	,3801,C ,C,NA,NA
Suffolk University Law Review,Suffolk University Law School,0039-4696	,	,1967	,4801,B ,B,7,0
Supply Chain Management Review,Peerless Media ,1521-9747	,	,2000	,3509,B ,B,26,0
Supply Chain Management: an international journal,Emerald Group Publishing,1359-8546	,1758-6852	,1996	,3509,A ,A,18,1.5844155844155845
Survival,Taylor & Francis Online,0039-6338	,1468-2699	,1959	,3599,B ,B,61,1.2
"Sustainability Accounting, Management and Policy Journal",NA,2040-8021	,	,2010	,3501,B ,B,53,6.065934065934066
Sustainable Development,Wiley-Blackwell Publishing,	,1099-1719	,1993	,3899,C ,C,106,9.376119402985074
Swedish Economic Policy Review,The Economic Council of Sweden ,1400-1829	,	,1989	,3801,C ,C,20,0.2
Syracuse Journal of International Law and Commerce,Syracuse University,0093-0709	,	,1972	,4801,C ,C,8,0
System Dynamics Review,Wiley-Blackwell Publishing,	,1099-1727	,1975	,3503,A ,A,91,1.3448275862068966
Systemic Practice and Action Research,Springer International Publishing,1094-429X	,1573-9295	,1988	,3503,B ,B,45,1.0810810810810811
Systems Research and Behavioral Science,Wiley-Blackwell Publishing,1092-7026	,1099-1743	,1984	,3503,A ,A,94,2.0065359477124183
Tarsadalom es Gazdasag,Akademiai Kiado,1588-9734	,1589-021X	,1994	,3801,C ,C,NA,NA
Tax Law Review,New York University School of Law,0040-0041	,	,1945	,4801,A ,A,0,0
Tax Notes,"Tax Analysts and Advocates, Washington, D.C.",2688-6642 	,	,1972	,4801,C ,C,5,0
Tax Policy Journal,"Tax & Super Australia, Taxpayers Research Foundation",1833-1726	,	,2005	,4801,C ,C,2,0.25
Tax Specialist,Tax Institute,1329-1203	,	,1997	,4801,B ,B,1,0
Taxation in Australia,Tax Institute,0494-8343	,	,1963	,4801,C ,C,2,0
Teaching Business and Economics,Economics and Business Education Association,1367-3289	,	,1949	,3801,C ,C,NA,NA
Team Performance Management,Emerald Group Publishing,1352-7592	,1758-6860	,1995	,3507,C ,C,51,1.9137931034482758
Technological Forecasting and Social Change,Elsevier,0040-1625	,1873-5509	,1969	,3503,A ,A,211,14.551389786683904
Technology Analysis and Strategic Management,Taylor & Francis Online,0953-7325	,1465-3990	,1989	,3507,B ,B,NA,NA
Technology in Society,Elsevier ,0160-791X	,1879-3274	,1979	,4609,C,C,104,12.379471228615863
Technology Innovation Management Review,Talent First Network (Carleton University),NA,1927-0321,2007,3503,C,C,47,1.3095238095238095
Technometrics,American Statistical Association ,0040-1706	,1537-2723	,1959	,3503,A ,A,395,2.6097560975609757
Technovation,Elsevier,0166-4972	,1879-2383	,1981	,3507,A ,A,190,10.507352941176471
Telematics and Informatics,Elsevier ,0736-5853	,1879-324X	,1984	,4609,C ,C,121,8.408163265306122
Teoros: revue de recherche en tourisme,"ESG UQAM, Belgrade",0712-8657	,	,1982	,3508,C,C,NA,NA
Texas International Law Journal,University of Texas School of Law,0163-7479	,	,1965	,4801,A ,A,22,0
The Accounting Review,American Accounting Association,0001-4826	,1558-7967	,1926	,3501,A* ,A*,237,4.785340314136126
The Adam Smith Review,The International Adam Smith Society,1743-5285	,	,2004	,3899,B ,B,6,0
The American Economic Review,American Economic Association ,0002-8282	,0065-812X	,1911	,3801,A*,A*,551,14.306201550387597
The American Sociologist,Springer International Publishing,0003-1232	,1936-4784	,1969	,3599,B ,B,42,0.8928571428571429
The American Statistician (AMSTAT),Taylor & Francis Online,0003-1305	,1537-2731	,	,4905,B ,B,NA,NA
"The Annals of Regional Science: international journal of urban, regional and environmental research and policy",Springer International Publishing,0570-1864	,1432-0592	,1967	,3801,B ,B,NA,NA
The Australian Economic Review,Wiley-Blackwell Publishing,0004-9018	,1467-8462	,1968	,3801,B,B,NA,NA
The Australian Journal of Agricultural and Resource Economics,Wiley-Blackwell Publishing,1364-985X	,1467-8489	,1997	,3801,A ,A,NA,NA
The Baltic Journal of Road and Bridge Engineering,Vilnius Gediminas Technical University,1822-427X	,1822-4288	,2006	,3509,C ,C,27,0.8783783783783784
The BE Journal of Economic Analysis and Policy,De Gruyter,1935-1682	,1555-0494	,2001	,3803,A ,A,NA,NA
The BE Journal of Macroeconomics,De Gruyter,1935-1690	,	,2007	,3803,A ,A,NA,NA
The BE Journal of Theoretical Economics,De Gruyter,1935-1704	,	,2001	,3803,A ,A,NA,NA
"The Brooklyn Journal of Corporate, Financial and Commercial Law",Brooklyn Law School ,1934-2497	,	,2006	,4801,C ,C,NA,NA
The Business Lawyer,American Bar Association ,0007-6899	,	,1946	,4801,A ,A,14,0
The China Review: an interdisciplinary journal on greater China,Chinese University of Hong Kong Press,1680-2012	,1015-6607	,1990	,3599,C ,C,NA,NA
The Chinese Economy: translation and studies,Taylor & Francis Online,1097-1475	,1558-0954	,1967	,3801,B ,B,NA,NA
The Computer Journal,Oxford University Press,0010-4620	,1460-2067	,	,4609,C ,C,70,2.7267080745341614
The Consortium Journal of Hospitality and Tourism,Tuskegee University,1535-0568	,	,2005	,3508,C,C,NA,NA
The Corporate Governance Law Review,Corporate Research Group,1449-9029	,	,2005	,4801,C ,C,NA,NA
The Economic and Labour Relations Review,Sage Publications,1035-3046	,	,1990	,3801,B,B,35,1.2808988764044944
The Economic History Review: a journal of economic and social history,Wiley-Blackwell Publishing,0013-0117	,1468-0289	,1927	,3801,A ,A,NA,NA
The Economic Journal,Wiley-Blackwell Publishing,0013-0133	,1468-0297	,1891	,3801,A* ,A*,393,5.35
The Economic Record,Wiley-Blackwell Publishing,0013-0249	,1475-4932	,1925	,3801,A,A,NA,NA
